Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
3/22/2024,Regular Season,1,"ONIC",Butsss,Paquito,Fighter/Assassin,Vexana,Mage,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,19:08,3,2,3,12475,15,Win,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Kairi,Fredrinn,Fighter/Tank,Baxia,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,19:08,1,2,5,10886,15,Win,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Sanz,Gord,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:08,2,0,5,11718,15,Win,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Kiboy,Minotaur,Tank/Support,Gloo,Tank,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,19:08,0,2,6,9704,15,Win,6,3,1,9,13
3/22/2024,Regular Season,1,"ONIC",Alberttt,Karrie,Marksman,Benedetta,Assassin/Fighter,Flicker,Common,Swift,Master Assassin,Brave Smite,19:08,3,1,3,15624,15,Win,6,3,1,9,13
3/22/2024,Regular Season,2,"ONIC",Butsss,X.Borg,Fighter,Baxia,Tank,Flicker,Tank,Firmness,Festival of Blood,Impure Rage,17:37,4,3,4,8783,15,Lose,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Kairi,Akai,Tank,Vexana,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:37,0,3,8,8024,15,Lose,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Sanz,Lunox,Mage,Claude,Marksman,Flicker,Mage,Rupture,Festival of Blood,Lethal Ignition,17:37,3,5,5,9197,15,Lose,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Kiboy,Arlott,Fighter/Assassin,Benedetta,Assassin/Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,17:37,1,6,5,7055,14,Lose,2,0,1,7,4
3/22/2024,Regular Season,2,"ONIC",Alberttt,Bruno,Marksman,Paquito,Fighter/Assassin,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,17:37,4,0,3,12316,15,Lose,2,0,1,7,4
3/22/2024,Regular Season,2,AURA Fire,Aran,Ruby,Fighter/Tank,Valentina,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,17:37,3,3,9,9551,15,Win,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Gugun,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,17:37,6,2,8,10950,15,Win,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Yehezkiel,Novaria,Mage,Nolan,Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,17:37,4,1,12,11086,15,Win,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Yawi,Grock,Tank/Fighter,Joy,Assassin,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,17:37,0,5,7,8005,15,Win,7,2,2,8,11
3/22/2024,Regular Season,2,AURA Fire,Kabuki,Karrie,Marksman,Mathilda,Support/Assassin,Purify,Common,Swift,Festival of Blood,Brave Smite,17:37,4,1,5,13390,15,Win,7,2,2,8,11
3/22/2024,Regular Season,3,AURA Fire,Aran,Cici,Fighter,Barats,Tank/Fighter,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,25:59,3,3,12,17069,15,Win,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Gugun,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,25:59,2,2,8,13467,15,Win,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Yehezkiel,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,25:59,6,2,5,14419,15,Win,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Yawi,Angela,Support,Joy,Assassin,Flicker,Support,Agility,Bargain Hunter,Focusing Mark,25:59,0,1,15,12812,15,Win,9,1,3,12,13
3/22/2024,Regular Season,3,AURA Fire,Kabuki,Karrie,Marksman,Fanny,Assassin,Purify,Common,Swift,Festival of Blood,Brave Smite,25:59,6,1,2,18831,15,Win,9,1,3,12,13
3/22/2024,Regular Season,3,"ONIC",Butsss,Gloo,Tank,Baxia,Tank,Flicker,Common,Agility,Wilderness Blessing.,Impure Rage,25:59,0,6,7,12429,15,Lose,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Kairi,Martis,Fighter,Nolan,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,25:59,3,3,2,12058,15,Lose,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Sanz,Vexana,Mage,Grock,Tank/Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,25:59,4,1,4,14683,15,Lose,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Kiboy,Arlott,Fighter/Assassin,Benedetta,Assassin/Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,25:59,2,4,7,10956,15,Lose,2,3,0,9,9
3/22/2024,Regular Season,3,"ONIC",Alberttt,Claude,Marksman,Paquito,Fighter/Assassin,Sprint,Common,Swift,Tenacity,Quantum Charge,25:59,0,3,3,18752,15,Lose,2,3,0,9,9
3/22/2024,Regular Season,1,"Dewa United Esports",Dyx0n,Arlott,Fighter/Assassin,Karrie,Marksman,Flicker,Common,Rupture,Wilderness Blessing.,Brave Smite,16:10,3,3,2,8052,14,Win,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Garry,Barats,Tank/Fighter,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:10,0,1,7,9190,15,Win,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Keyz,Gord,Mage,Faramis,Support/Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:10,1,0,8,8999,15,Win,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Drian,Angela,Support,Novaria,Mage,Flicker,Mage,Agility,Bargain Hunter,Impure Rage,16:10,0,0,11,8480,14,Win,8,1,2,5,7
3/22/2024,Regular Season,1,"Dewa United Esports",Watt,Claude,Marksman,Fanny,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,16:10,7,0,2,13109,15,Win,8,1,2,5,7
3/22/2024,Regular Season,1,EVOS Glory,Fluffy,Cici,Fighter,Mathilda,Support/Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,16:10,2,1,1,10280,15,Lose,2,0,1,9,6
3/22/2024,Regular Season,1,EVOS Glory,Anavel,Baxia,Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:10,0,2,4,6980,14,Lose,2,0,1,9,6
3/22/2024,Regular Season,1,EVOS Glory,Claw Kun,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:10,1,2,3,8061,14,Lose,2,0,1,9,6
3/22/2024,Regular Season,1,EVOS Glory,DreamS,Rafaela,Support,Dyrroth,Fighter,Flicker,Common,Agility,Wilderness Blessing.,Focusing Mark,16:10,0,3,4,5842,13,Lose,2,0,1,9,6
3/22/2024,Regular Season,1,EVOS Glory,Natco,Bruno,Marksman,Fredrinn,Fighter/Tank,Flicker,Assassin,Fatal,Master Assassin,Quantum Charge,16:10,1,3,2,10255,15,Lose,2,0,1,9,6
3/22/2024,Regular Season,2,"Dewa United Esports",Dyx0n,Arlott,Fighter/Assassin,X.Borg,Fighter,Flicker,Common,Rupture,Wilderness Blessing.,Brave Smite,17:11,0,2,2,8407,14,Lose,5,0,1,6,6
3/22/2024,Regular Season,2,"Dewa United Esports",Garry,Dyrroth,Fighter,Joy,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,17:11,1,4,3,9934,15,Lose,5,0,1,6,6
3/22/2024,Regular Season,2,"Dewa United Esports",Keyz,Vexana,Mage,Novaria,Mage,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:11,2,3,2,8495,14,Lose,5,0,1,6,6
3/22/2024,Regular Season,2,"Dewa United Esports",Drian,Minotaur,Tank/Support,Faramis,Support/Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,17:11,0,1,4,8035,14,Lose,5,0,1,6,6
3/22/2024,Regular Season,2,"Dewa United Esports",Watt,Bruno,Marksman,Fanny,Assassin,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,17:11,1,1,1,12422,15,Lose,5,0,1,6,6
3/22/2024,Regular Season,2,EVOS Glory,Fluffy,Yu Zhong,Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,17:11,2,1,8,9847,15,Win,7,2,2,9,12
3/22/2024,Regular Season,2,EVOS Glory,Anavel,Alpha,Fighter,Nolan,Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,17:11,4,1,2,11822,15,Win,7,2,2,9,12
3/22/2024,Regular Season,2,EVOS Glory,Claw Kun,Angela,Support,Joy,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,17:11,3,0,7,10053,15,Win,7,2,2,9,12
3/22/2024,Regular Season,2,EVOS Glory,DreamS,Ruby,Fighter/Tank,Valentina,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,17:11,0,1,8,8316,15,Win,7,2,2,9,12
3/22/2024,Regular Season,2,EVOS Glory,Natco,Claude,Marksman,Lylia,Mage,Purify,Common,Swift,Tenacity,Quantum Charge,17:11,2,1,5,13357,15,Win,7,2,2,9,12
3/22/2024,Regular Season,3,"Dewa United Esports",Dyx0n,X.Borg,Fighter,Ruby,Fighter/Tank,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,14:49,2,2,3,8039,13,Lose,1,0,0,3,3
3/22/2024,Regular Season,3,"Dewa United Esports",Garry,Baxia,Tank,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,14:49,0,1,5,6613,12,Lose,1,0,0,3,3
3/22/2024,Regular Season,3,"Dewa United Esports",Keyz,Vexana,Mage,Novaria,Mage,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:49,0,3,3,6813,12,Lose,1,0,0,3,3
3/22/2024,Regular Season,3,"Dewa United Esports",Drian,Arlott,Fighter/Assassin,Angela,Support,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,14:49,3,2,2,6394,12,Lose,1,0,0,3,3
3/22/2024,Regular Season,3,"Dewa United Esports",Watt,Karrie,Marksman,Fanny,Assassin,Purify,Fighter,Swift,Master Assassin,Brave Smite,14:49,0,2,2,9320,14,Lose,1,0,0,3,3
3/22/2024,Regular Season,3,EVOS Glory,Fluffy,Cici,Fighter,Joy,Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,14:49,0,1,3,9909,15,Win,9,2,3,8,11
3/22/2024,Regular Season,3,EVOS Glory,Anavel,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:49,0,1,3,8737,15,Win,9,2,3,8,11
3/22/2024,Regular Season,3,EVOS Glory,Claw Kun,Valentina,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,14:49,7,1,3,10235,15,Win,9,2,3,8,11
3/22/2024,Regular Season,3,EVOS Glory,DreamS,Tigreal,Tank,Kaja,Support/Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,14:49,0,1,6,7776,14,Win,9,2,3,8,11
3/22/2024,Regular Season,3,EVOS Glory,Natco,Harith,Mage,Barats,Tank/Fighter,Purify,Mage,Inspire,Festival of Blood,Impure Rage,14:49,3,1,2,11877,15,Win,9,2,3,8,11
3/23/2024,Regular Season,1,"Bigetron Alpha",Lord JM,Terizla,Fighter,Tigreal,Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,13:59,1,1,9,8019,14,Win,8,2,2,5,8
3/23/2024,Regular Season,1,"Bigetron Alpha",Kenn,Dyrroth,Fighter,Grock,Tank/Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:59,3,1,12,8701,15,Win,8,2,2,5,8
3/23/2024,Regular Season,1,"Bigetron Alpha",Morenoo,Vexana,Mage,Ruby,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,13:59,4,1,11,8750,14,Win,8,2,2,5,8
3/23/2024,Regular Season,1,"Bigetron Alpha",Kyy,Khufra,Tank,Arlott,Fighter/Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,13:59,0,5,12,7127,13,Win,8,2,2,5,8
3/23/2024,Regular Season,1,"Bigetron Alpha",EMANN,Bruno,Marksman,Angela,Support,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,13:59,10,1,3,13474,15,Win,8,2,2,5,8
3/23/2024,Regular Season,1,AURA Fire,Aran,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,13:59,3,6,2,8282,13,Lose,3,0,1,6,6
3/23/2024,Regular Season,1,AURA Fire,Gugun,Baxia,Tank,Joy,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,13:59,3,5,6,7246,14,Lose,3,0,1,6,6
3/23/2024,Regular Season,1,AURA Fire,Yehezkiel,Novaria,Mage,Nolan,Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,13:59,0,1,9,6493,12,Lose,3,0,1,6,6
3/23/2024,Regular Season,1,AURA Fire,Yawi,Chou,Fighter,Minotaur,Tank/Support,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,13:59,1,5,4,5497,12,Lose,3,0,1,6,6
3/23/2024,Regular Season,1,AURA Fire,Kabuki,Karrie,Marksman,Diggie,Support,Purify,Common,Swift,Tenacity,Brave Smite,13:59,2,1,3,9782,15,Lose,3,0,1,6,6
3/23/2024,Regular Season,2,AURA Fire,Aran,Benedetta,Assassin/Fighter,Fanny,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,14:41,6,4,2,11081,15,Win,8,2,3,7,6
3/23/2024,Regular Season,2,AURA Fire,Gugun,Fredrinn,Fighter/Tank,Angela,Support,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,14:41,2,1,9,8943,15,Win,8,2,3,7,6
3/23/2024,Regular Season,2,AURA Fire,Yehezkiel,Valentina,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,14:41,4,0,9,8970,15,Win,8,2,3,7,6
3/23/2024,Regular Season,2,AURA Fire,Yawi,Chou,Fighter,Harith,Mage,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,14:41,1,1,11,7584,14,Win,8,2,3,7,6
3/23/2024,Regular Season,2,AURA Fire,Kabuki,Karrie,Marksman,Bruno,Marksman,Purify,Common,Swift,Tenacity,Brave Smite,14:41,6,1,3,12110,15,Win,8,2,3,7,6
3/23/2024,Regular Season,2,"Bigetron Alpha",Lord JM,Terizla,Fighter,Tigreal,Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,14:41,2,4,2,7230,12,Lose,2,0,0,5,7
3/23/2024,Regular Season,2,"Bigetron Alpha",Kenn,Baxia,Tank,X.Borg,Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,14:41,0,1,3,7794,14,Lose,2,0,0,5,7
3/23/2024,Regular Season,2,"Bigetron Alpha",Morenoo,Vexana,Mage,Ruby,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:41,2,3,3,7792,13,Lose,2,0,0,5,7
3/23/2024,Regular Season,2,"Bigetron Alpha",Kyy,Grock,Tank/Fighter,Arlott,Fighter/Assassin,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,14:41,2,6,2,6969,12,Lose,2,0,0,5,7
3/23/2024,Regular Season,2,"Bigetron Alpha",EMANN,Clint,Marksman,Nolan,Assassin,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,14:41,1,5,3,10048,14,Lose,2,0,0,5,7
3/23/2024,Regular Season,3,"Bigetron Alpha",Lord JM,Paquito,Fighter/Assassin,Arlott,Fighter/Assassin,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,11:33,7,2,2,7710,13,Win,8,1,2,4,7
3/23/2024,Regular Season,3,"Bigetron Alpha",Kenn,Baxia,Tank,Lylia,Mage,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,11:33,0,0,9,6612,13,Win,8,1,2,4,7
3/23/2024,Regular Season,3,"Bigetron Alpha",Morenoo,Novaria,Mage,Vexana,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,11:33,0,0,9,7375,12,Win,8,1,2,4,7
3/23/2024,Regular Season,3,"Bigetron Alpha",Kyy,Ruby,Fighter/Tank,Karrie,Marksman,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,11:33,0,1,9,5899,12,Win,8,1,2,4,7
3/23/2024,Regular Season,3,"Bigetron Alpha",EMANN,Bruno,Marksman,Angela,Support,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,11:33,3,0,4,10707,14,Win,8,1,2,4,7
3/23/2024,Regular Season,3,AURA Fire,Aran,Gloo,Tank,Mathilda,Support/Assassin,Flicker,Common,Agility,Tenacity,Brave Smite,11:33,1,3,1,5952,11,Lose,2,0,1,6,3
3/23/2024,Regular Season,3,AURA Fire,Gugun,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,11:33,2,3,0,5648,11,Lose,2,0,1,6,3
3/23/2024,Regular Season,3,AURA Fire,Yehezkiel,Faramis,Support/Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,11:33,0,1,2,5411,10,Lose,2,0,1,6,3
3/23/2024,Regular Season,3,AURA Fire,Yawi,Grock,Tank/Fighter,Diggie,Support,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,11:33,0,2,2,4503,10,Lose,2,0,1,6,3
3/23/2024,Regular Season,3,AURA Fire,Kabuki,Claude,Marksman,Minotaur,Tank/Support,Purify,Common,Agility,Tenacity,Quantum Charge,11:33,0,1,2,8632,13,Lose,2,0,1,6,3
3/23/2024,Regular Season,1,EVOS Glory,Fluffy,Paquito,Fighter/Assassin,Dyrroth,Fighter,Flicker,nan,nan,nan,Quantum Charge,16:24,1,3,2,nan,15,Lose,5,0,2,nan,nan
3/23/2024,Regular Season,1,EVOS Glory,Anavel,Fredrinn,Fighter/Tank,Barats,Tank/Fighter,Retribution,nan,nan,nan,Concussive Blast,16:24,3,6,1,nan,15,Lose,5,0,2,nan,nan
3/23/2024,Regular Season,1,EVOS Glory,Claw Kun,Novaria,Mage,Angela,Support,Flicker,nan,nan,nan,Impure Rage,16:24,2,3,5,nan,15,Lose,5,0,2,nan,nan
3/23/2024,Regular Season,1,EVOS Glory,DreamS,Minotaur,Tank/Support,Claude,Marksman,Flicker,nan,nan,nan,Concussive Blast,16:24,0,4,5,nan,13,Lose,5,0,2,nan,nan
3/23/2024,Regular Season,1,EVOS Glory,Natco,Harith,Mage,Fanny,Assassin,Purify,nan,nan,nan,Impure Rage,16:24,1,5,5,nan,15,Lose,5,0,2,nan,nan
3/23/2024,Regular Season,1,RRQ Hoshi,Donn,Cici,Fighter,Nolan,Assassin,Vengeance,nan,nan,nan,Brave Smite,16:24,5,0,8,nan,15,Win,8,2,1,nan,nan
3/23/2024,Regular Season,1,RRQ Hoshi,Irrad,Baxia,Tank,Joy,Assassin,Retribution,nan,nan,nan,Concussive Blast,16:24,0,2,13,nan,15,Win,8,2,1,nan,nan
3/23/2024,Regular Season,1,RRQ Hoshi,Octa,Vexana,Mage,Mathilda,Support/Assassin,Flicker,nan,nan,nan,Impure Rage,16:24,3,2,9,nan,15,Win,8,2,1,nan,nan
3/23/2024,Regular Season,1,RRQ Hoshi,Brusko,Arlott,Fighter/Assassin,Karrie,Marksman,Flicker,nan,nan,nan,Brave Smite,16:24,6,3,6,nan,14,Win,8,2,1,nan,nan
3/23/2024,Regular Season,1,RRQ Hoshi,Skylar,Natan,Marksman,Bruno,Marksman,Flicker,nan,nan,nan,Weakness Finder,16:24,7,0,7,nan,15,Win,8,2,1,nan,nan
3/23/2024,Regular Season,2,RRQ Hoshi,Donn,Cici,Fighter,Valentina,Mage,Vengeance,Tank,Firmness,Festival of Blood,Brave Smite,13:53,0,2,1,5586,11,Lose,1,0,0,5,5
3/23/2024,Regular Season,2,RRQ Hoshi,Irrad,Baxia,Tank,Lylia,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,13:53,1,2,0,6128,13,Lose,1,0,0,5,5
3/23/2024,Regular Season,2,RRQ Hoshi,Octa,Faramis,Support/Mage,Fredrinn,Fighter/Tank,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,13:53,0,1,1,5963,12,Lose,1,0,0,5,5
3/23/2024,Regular Season,2,RRQ Hoshi,Brusko,Mathilda,Support/Assassin,Claude,Marksman,Purify,Support,Inspire,Wilderness Blessing.,Quantum Charge,13:53,0,2,1,5132,11,Lose,1,0,0,5,5
3/23/2024,Regular Season,2,RRQ Hoshi,Skylar,Bruno,Marksman,Nolan,Assassin,Purify,Assassin,Fatal,Tenacity,Quantum Charge,13:53,0,0,1,9123,14,Lose,1,0,0,5,5
3/23/2024,Regular Season,2,EVOS Glory,Fluffy,Yu Zhong,Fighter,Ruby,Fighter/Tank,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,13:53,1,0,3,87600,14,Win,8,2,2,7,10
3/23/2024,Regular Season,2,EVOS Glory,Anavel,Alice,Mage/Tank,Arlott,Fighter/Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,13:53,2,0,1,10226,15,Win,8,2,2,7,10
3/23/2024,Regular Season,2,EVOS Glory,Claw Kun,Angela,Support,Joy,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,13:53,1,0,3,8990,14,Win,8,2,2,7,10
3/23/2024,Regular Season,2,EVOS Glory,DreamS,Tigreal,Tank,Harith,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:53,0,1,4,6726,13,Win,8,2,2,7,10
3/23/2024,Regular Season,2,EVOS Glory,Natco,Brody,Marksman,Karrie,Marksman,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,13:53,3,0,1,10898,15,Win,8,2,2,7,10
3/23/2024,Regular Season,3,RRQ Hoshi,Donn,Cici,Fighter,Alice,Mage/Tank,Vengeance,Fighter,Rupture,Festival of Blood,Brave Smite,17:30,2,0,7,11669,15,Win,9,2,3,11,8
3/23/2024,Regular Season,3,RRQ Hoshi,Irrad,Fredrinn,Fighter/Tank,Ruby,Fighter/Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:30,4,0,8,12335,15,Win,9,2,3,11,8
3/23/2024,Regular Season,3,RRQ Hoshi,Octa,Nana,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:30,4,1,5,8796,15,Win,9,2,3,11,8
3/23/2024,Regular Season,3,RRQ Hoshi,Brusko,Angela,Support,Paquito,Fighter/Assassin,Flicker,Support,Inspire,Bargain Hunter,Impure Rage,17:30,1,1,10,8314,15,Win,9,2,3,11,8
3/23/2024,Regular Season,3,RRQ Hoshi,Skylar,Roger,Fighter/Marksman,Lancelot,Assassin,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,17:30,6,1,5,13534,15,Win,9,2,3,11,8
3/23/2024,Regular Season,3,EVOS Glory,Fluffy,Uranus,Tank,Tigreal,Tank,Purify,Common,Firmness,Tenacity,Brave Smite,17:30,0,3,1,7783,14,Lose,4,0,0,4,6
3/23/2024,Regular Season,3,EVOS Glory,Anavel,Fanny,Assassin,Minotaur,Tank/Support,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,17:30,1,3,2,10002,15,Lose,4,0,0,4,6
3/23/2024,Regular Season,3,EVOS Glory,Claw Kun,Valentina,Mage,Joy,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,17:30,1,0,0,8980,15,Lose,4,0,0,4,6
3/23/2024,Regular Season,3,EVOS Glory,DreamS,Arlott,Fighter/Assassin,Claude,Marksman,Flicker,Common,Firmness,Wilderness Blessing.,Brave Smite,17:30,1,6,2,7541,14,Lose,4,0,0,4,6
3/23/2024,Regular Season,3,EVOS Glory,Natco,Brody,Marksman,Nolan,Assassin,Flicker,Assassin,Thrill,Tenacity,Quantum Charge,17:30,0,5,2,10223,15,Lose,4,0,0,4,6
3/23/2024,Regular Season,1,Alter Ego,Pai,Lapu-Lapu,Fighter,Brody,Marksman,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,19:52,3,0,8,10967,15,Win,8,2,1,9,10
3/23/2024,Regular Season,1,Alter Ego,Tazz,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,19:52,3,0,7,10202,15,Win,8,2,1,9,10
3/23/2024,Regular Season,1,Alter Ego,Cr1te,Valentina,Mage,Angela,Support,Flicker,Mage,Agility,Wilderness Blessing.,Quantum Charge,19:52,6,0,7,11567,15,Win,8,2,1,9,10
3/23/2024,Regular Season,1,Alter Ego,Rasy,Ruby,Fighter/Tank,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,19:52,0,3,13,9303,15,Win,8,2,1,9,10
3/23/2024,Regular Season,1,Alter Ego,Nino,Bruno,Marksman,Novaria,Mage,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,19:52,4,0,5,15781,15,Win,8,2,1,9,10
3/23/2024,Regular Season,1,Geek Fam ID,Luke,X.Borg,Fighter,Vexana,Mage,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,19:52,2,3,1,9689,15,Lose,0,0,2,7,7
3/23/2024,Regular Season,1,Geek Fam ID,Hazle,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,19:52,0,4,3,8612,15,Lose,0,0,2,7,7
3/23/2024,Regular Season,1,Geek Fam ID,Aboy,Lylia,Mage,Joy,Assassin,Purify,Mage,Agility,Wilderness Blessing.,Impure Rage,19:52,0,2,3,9215,15,Lose,0,0,2,7,7
3/23/2024,Regular Season,1,Geek Fam ID,Baloyskie,Arlott,Fighter/Assassin,Paquito,Fighter/Assassin,Flicker,Tank,Thrill,Tenacity,Quantum Charge,19:52,1,5,0,7962,15,Lose,0,0,2,7,7
3/23/2024,Regular Season,1,Geek Fam ID,Caderaa,Karrie,Marksman,Odette,Mage,Purify,Fighter,Swift,Festival of Blood,Brave Smite,19:52,0,2,1,11117,15,Lose,0,0,2,7,7
3/23/2024,Regular Season,2,Alter Ego,Pai,Arlott,Fighter/Assassin,Nana,Mage,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,17:58,0,6,2,7858,14,Lose,2,0,1,5,5
3/23/2024,Regular Season,2,Alter Ego,Tazz,Baxia,Tank,Paquito,Fighter/Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,17:58,2,2,2,8507,15,Lose,2,0,1,5,5
